col 1-3 : short period comet designation,col 4-9 : Standard comet designation,col 10 : multiple nuclei present?,col 12-15 : year observed,col 17-18 : month observed,col 20-24,col 26 : special note / extinction note,col 27 : Magnitude collection method,col 28-32 : visual magnitude estimate,col 33 : poor conditions?,col 34 - 35 : reference catalog,col 36-40 : instrument aperture in centimeters,col 41 : instrument type,col 42 - 43 : focal ratio,col 44-47 : magnification used,col 49 : error estimate for coma diameter,col 50 - 54 : coma diameter in arcminutes,col 55 : special note on central condensation of comet,col : 56 -57 : degree of condensation (note / means estimate),col 59 - 64 : error of tail approximation and tail approximation,col 65 - 67 : direction tail is pointed,col 69-74 : ICQ reference publication,col 75 : second special note / extinction note ,col 76-80 : observer name,Date YYYY-MM-DDTHH:MM:SS,r (au),mhelio (BLANK if you did not ask to calculate this value),mph,mshift (no dropped observers),mshift with dropped observers,Delta (au),Phase Angle,residual of mshift from polyfit,Julian Date
,1995O1,,1997,04,08.76,a,S,-0.7,,AA,0.0,E,,,,45,S,7,12.0,,ICQ102,,BAR06,1997-04-08T18:14:24,0.924345727852,-1.47168653474986,-2.6087281142113445,-2.6087281142113445,-2.4049378496186153,1.4267152616873,44.3296,-0.012549712159146242,2450547.25
,1995O1,,1997,04,07.82,,M,-0.9,,BC,0.0,E,,,,30,,7,17.0,345,ICQ XX,,LEH,1997-04-07T19:40:48,0.922012355089,-1.6548791811076553,-2.800307264154374,-2.800307264154374,-2.6234139104771272,1.41571500857737,44.8224,0.1936557685580227,2450546.3125
,1995O1,,1997,04,07.82,,M,-0.9,,BC,0.0,E,,,,30,,7,17.0,345,ICQ XX,,LEH,1997-04-07T19:40:48,0.922012355089,-1.6548791811076553,-2.800307264154374,-2.800307264154374,-2.6234139104771272,1.41571500857737,44.8224,0.1936557685580227,2450546.3125
,1995O1,,1997,04,07.80,,B,-0.7,,AA,0.0,E,,,,45,,6,,,ICQ TA,,BAR06,1997-04-07T19:12:01,0.921963889949,-1.4545120591586036,-2.5999401422053223,-2.5999401422053223,-2.396149877612593,1.41547567966935,44.8332,-0.033842046562410744,2450546.291666667
,1995O1,,1997,04,06.90,!,B,-0.6,,YG,0.0,E,,,,,,8,19.0,12,ICQ103,,GRA04,1997-04-06T21:36:00,0.920020100484,-1.3390029163908101,-2.484430999437529,-2.484430999437529,-2.4077719886011075,1.40540205190821,45.2848,-0.032361279572764357,2450545.395833333
,1995O1,,1997,04,06.09,a,S,-0.5,,SC,0.0,E,,,,,,7,15.0,,ICQ107,,KRO02,1997-04-06T02:09:36,0.918495383305,-1.22542855179536,-2.3783660794506005,-2.3783660794506005,-2.2025741485744303,1.39664396908103,45.6774,-0.24552509520652155,2450544.583333333
,1995O1,,1997,04,05.93,!,B,-0.7,,YG,0.0,E,,,,,,8,20.0,3,ICQ103,,GRA04,1997-04-05T22:19:12,0.91824583157,-1.4230442404762664,-2.575981768131507,-2.575981768131507,-2.4993227572950856,1.39511127335652,45.7461,0.050010495012952294,2450544.4375
,1995O1,,1997,04,05.79,a,B,-0.8,,AA,0.0,E,,,,55,,6,14.0,,ICQ102,,BAR06,1997-04-05T18:57:35,0.917935795732,-1.5200027141089634,-2.672940241764204,-2.672940241764204,-2.4691499771714747,1.39315854424384,45.8335,0.01825557486298157,2450544.25
,1995O1,,1997,04,04.91,!,B,-0.7,,YG,0.0,E,,,,,,8,19.0,7,ICQ103,,GRA04,1997-04-04T21:50:24,0.916650307662,-1.4061773361467107,-2.559114863801951,-2.559114863801951,-2.4824558529655296,1.38431672899667,46.2291,0.024942853891113614,2450543.375
,1995O1,,1997,04,04.09,a,S,-0.5,,SC,0.0,E,,,,,,7,14.0,,ICQ107,,KRO02,1997-04-04T02:09:36,0.915717114646,-1.1942157747375175,-2.353451093859934,-2.353451093859934,-2.1776591629837636,1.37671218076456,46.5686,-0.28470051817130226,2450542.583333333
,1995O1,,1997,04,03.88,!,B,-0.7,,YG,0.0,E,,,,,,8,16.0,4,ICQ103,,GRA04,1997-04-03T21:07:11,0.915507955567,-1.3911582361771586,-2.550393555299575,-2.550393555299575,-2.4737345444631536,1.37477506728054,46.6549,0.01038193619805794,2450542.375
,1995O1,,1997,04,03.79,a,B,-0.8,,AA,0.0,E,,,,55,,6,16.0,,ICQ102,,BAR06,1997-04-03T18:57:35,0.915389756459,-1.489342220670708,-2.6485775397931244,-2.6485775397931244,-2.444787275200395,1.37362581520905,46.706,-0.019152607462317395,2450542.25
,1995O1,,1997,04,03.09,a,S,-0.5,,SC,0.0,E,,,,,,7,13.0,,ICQ107,,KRO02,1997-04-03T02:09:36,0.914851904041,-1.1798963650800518,-2.339131684202468,-2.339131684202468,-2.163339753326298,1.36766355141398,46.9709,-0.30342854658640617,2450541.583333333
,1995O1,,1997,04,02.78,,M,-0.7,,BC,0.0,E,,,,30,,7,10.0,340,ICQ XX,,LEH,1997-04-02T18:43:11,0.914653507834,-1.3756107697760247,-2.5348460888984405,-2.5348460888984405,-2.3579527352211938,1.36496700670198,47.0904,-0.10975420706067718,2450541.270833333
,1995O1,,1997,04,02.78,,M,-0.7,,BC,0.0,E,,,,30,,7,10.0,340,ICQ XX,,LEH,1997-04-02T18:43:11,0.914653507834,-1.3756107697760247,-2.5348460888984405,-2.5348460888984405,-2.3579527352211938,1.36496700670198,47.0904,-0.10975420706067718,2450541.270833333
,1995O1,,1997,04,02.06,a,S,-0.6,,SC,0.0,E,,,,,,8,15.0,,ICQ107,,KRO02,1997-04-02T01:26:24,0.914330959879,-1.266244296910633,-2.4254796160330487,-2.4254796160330487,-2.2496876851568786,1.35909201027223,47.3498,-0.2197274687230215,2450540.5625
,1995O1,,1997,04,02.04,,B,-0.7,,AA,0.0,E,,,,35,,6,16.0,,ICQ TA,,BAR06,1997-04-02T00:57:35,0.914310977782,-1.365441489499592,-2.524676808622008,-2.524676808622008,-2.3208865440292787,1.35858963802617,47.3719,-0.14854035546756084,2450540.5
